29105	Laclede County	MO	37.8987920,-92.8547820 37.7242700,-92.8609240 37.7238580,-92.8457950 37.4854160,-92.8533780 37.4761540,-92.2508010 37.6493030,-92.2496490 37.7143520,-92.4134830 37.8589360,-92.4092410 37.8308560,-92.4500660 37.8276940,-92.5013430 37.7991290,-92.5467680 37.8407970,-92.6004100 37.8919980,-92.6203080 37.8987920,-92.8547820
29219	Warren County	MO	38.9949800,-91.2640080 38.8454020,-91.2641830 38.8490720,-91.4142070 38.7122190,-91.4180150 38.6980630,-91.3557210 38.7067260,-91.3131260 38.6497150,-91.2315440 38.6224670,-91.2267150 38.5999910,-91.1175690 38.6098560,-91.0685040 38.5986060,-91.0369260 38.5610620,-91.0053020 38.5474130,-90.9643860 38.8750420,-90.9562910 38.8750500,-91.1105800 38.9348870,-91.1106190 38.9339220,-91.1887360 38.9950940,-91.1870420 38.9949800,-91.2640080
48095	Concho County	TX	31.5723510,-99.7236400 31.5803930,-100.1153560 31.0869080,-100.1135860 31.0871790,-99.6051100 31.4930500,-99.6047360 31.4694120,-99.6322170 31.5015070,-99.6803970 31.5333820,-99.6577070 31.5745890,-99.7064360 31.5723510,-99.7236400
38023	Divide County	ND	49.0008050,-102.9417110 48.9997790,-103.7284930 49.0004960,-104.0495910 48.6327550,-104.0478290 48.6331670,-103.5382160 48.6328010,-102.8882060 48.7210770,-102.8867030 48.7220230,-102.9393230 49.0008050,-102.9417110
29107	Lafayette County	MO	39.2050320,-93.7613220 39.2128940,-93.8327180 39.1735040,-93.9501040 39.1526790,-93.9479140 39.1526070,-93.9924090 39.1837200,-93.9681170 39.2057500,-93.9834140 39.1842310,-94.0381770 39.1634940,-94.0288390 39.1348920,-94.0685730 39.1434400,-94.1091000 38.9171180,-94.1183010 38.9091190,-93.8389890 38.9381370,-93.8377460 38.9290960,-93.4992290 39.2914160,-93.4810410 39.2645110,-93.5014720 39.2337650,-93.4915470 39.2154390,-93.5156400 39.2195820,-93.5626140 39.2415540,-93.5902630 39.2459370,-93.6568680 39.2045480,-93.7185590 39.2050320,-93.7613220
16081	Teton County	ID	43.9855420,-111.0466230 43.9536130,-111.1524580 43.9322130,-111.1897280 43.9492190,-111.2321240 43.9228740,-111.2918400 43.9484790,-111.3522800 43.9254460,-111.3997190 43.6224590,-111.3989030 43.6217770,-111.2382740 43.5476990,-111.2083210 43.5464860,-111.1420360 43.5270770,-111.1132970 43.5196800,-111.0561750 43.5004880,-111.0449450 43.9855420,-111.0466230
48097	Cooke County	TX	33.9532890,-96.9446790 33.9440000,-96.9953610 33.8935700,-96.9813230 33.8398860,-97.0324860 33.8570560,-97.0801700 33.8167150,-97.0511320 33.7982370,-97.0938420 33.7340050,-97.0914760 33.7163350,-97.1233750 33.7313310,-97.1653750 33.7638170,-97.1918260 33.8177570,-97.2026060 33.8423960,-97.1685330 33.8891410,-97.1800920 33.9133830,-97.2188190 33.8685380,-97.2527920 33.8880310,-97.3080140 33.8683970,-97.3426590 33.8353610,-97.3538670 33.8178980,-97.3834150 33.8262140,-97.4500500 33.8986090,-97.4537730 33.9155960,-97.4820020 33.4356770,-97.4825440 33.4307480,-97.3842090 33.4171830,-96.9450840 33.9532890,-96.9446790
38025	Dunn County	ND	47.7592700,-102.3838880 47.7524990,-102.4079060 47.7820050,-102.5029980 47.7820210,-102.5649190 47.8264350,-102.6424330 47.6754460,-102.6414950 47.6740260,-103.1017230 47.3279990,-103.1066740 47.3275300,-103.0331340 46.9825170,-103.0304570 46.9821620,-102.5244980 47.0097080,-102.5246810 47.0124820,-102.1443250 47.3276290,-102.1442340 47.3291550,-102.2077640 47.5733830,-102.2034300 47.6397860,-102.2649310 47.7263450,-102.2618940 47.7563970,-102.2875980 47.7811780,-102.2580030 47.8002850,-102.3467100 47.7592700,-102.3838880
29109	Lawrence County	MO	37.2817000,-93.6257630 37.2901150,-94.0545810 36.9336360,-94.0621490 36.9236680,-93.6105960 37.2814410,-93.6049350 37.2817000,-93.6257630
16083	Twin Falls County	ID	42.7697980,-115.0391010 42.2753830,-115.0358960 41.9960250,-115.0386960 42.0002480,-114.8545840 41.9953540,-114.5983960 41.9946860,-114.2816620 42.3317260,-114.2806090 42.4185220,-114.2865450 42.4175220,-114.0697480 42.5047760,-114.0710680 42.5278820,-114.0503920 42.4981500,-114.1345440 42.5410120,-114.1890870 42.5615880,-114.2475050 42.5739940,-114.3290330 42.6004140,-114.3862690 42.6004560,-114.4622500 42.6309130,-114.5183260 42.6422390,-114.5987240 42.6621780,-114.6567310 42.6738470,-114.7515340 42.6632690,-114.8088460 42.7254330,-114.8527980 42.7540630,-114.8548200 42.7701800,-114.9373250 42.8183780,-114.9338840 42.8475760,-114.9028090 42.9133190,-114.9582520 42.9116440,-115.0395890 42.7697980,-115.0391010
49001	Beaver County	UT	38.5728800,-112.5140230 38.5701100,-112.7830050 38.5728150,-113.0308460 38.5717090,-113.4935070 38.5727960,-114.0491100 38.1502840,-114.0493240 38.1510160,-113.6049650 38.1482200,-113.0717160 38.1494060,-112.4361570 38.1816220,-112.4258120 38.2289770,-112.3592990 38.2447740,-112.3804700 38.2897340,-112.3490370 38.3364490,-112.3381120 38.3834040,-112.3987960 38.4191440,-112.4183730 38.4013900,-112.4411770 38.4505730,-112.4973070 38.4908600,-112.5105130 38.5728800,-112.5140230
27171	Wright County	MN	45.2843480,-94.2615050 45.2268300,-94.2543790 44.9811480,-94.2548450 44.9788890,-93.7691730 45.0733950,-93.7701950 45.1269190,-93.7154770 45.1690250,-93.6502910 45.2009890,-93.6561810 45.2293930,-93.5371320 45.2458420,-93.5157780 45.2928730,-93.5728070 45.2972110,-93.7613830 45.3394700,-93.8601070 45.3858910,-93.9245910 45.3780100,-93.9582900 45.4274940,-94.0462720 45.3487010,-94.0929720 45.3011130,-94.1610410 45.3193280,-94.1914980 45.3057860,-94.2575760 45.2843480,-94.2615050
48099	Coryell County	TX	31.5872230,-97.6048280 31.7099740,-97.6910860 31.6749920,-97.7663650 31.4629170,-98.1779790 31.0672930,-97.9091190 31.3224450,-97.4213640 31.5872230,-97.6048280
36021	Columbia County	NY	42.5094680,-73.3546300 42.4652670,-73.7750780 42.3841250,-73.7901310 42.3008120,-73.7779160 42.2575570,-73.8056410 42.2366750,-73.8420870 42.1896440,-73.8593060 42.1682620,-73.8932420 42.0819660,-73.9310990 42.0816690,-73.9069900 42.0069010,-73.7122730 41.9796710,-73.5264970 42.0495190,-73.5195770 42.1647870,-73.4822460 42.5094680,-73.3546300
38027	Eddy County	ND	47.8478470,-99.2974550 47.6724740,-99.2973250 47.6726880,-99.2691040 47.5866390,-99.2680510 47.5887450,-98.5017620 47.6734160,-98.5018620 47.6737520,-98.5253600 47.8477860,-98.5261310 47.8478470,-99.2974550
20131	Nemaha County	KS	40.0013010,-96.0100560 40.0013960,-96.2381130 39.5656280,-96.2398220 39.5666470,-95.7891160 40.0015030,-95.7864990 40.0013010,-96.0100560
16085	Valley County	ID	45.1087190,-116.1422960 45.0786020,-116.1402660 45.0659710,-116.0895770 45.0065270,-116.1346440 44.9743310,-116.1164470 44.9455570,-116.1544340 44.8853340,-116.1883850 44.7678030,-116.2066650 44.7095220,-116.1602170 44.5979230,-116.1825030 44.5002440,-116.1512530 44.3251150,-116.1533810 44.3252600,-116.2140660 44.1520460,-116.2141650 44.1500470,-116.1191710 44.2372630,-116.1059420 44.2346880,-115.5406570 44.2586480,-115.4050830 44.3240740,-115.3414690 44.3472480,-115.3526230 44.3398670,-115.2931140 44.3848230,-115.2444150 44.4761280,-115.2236480 44.5220600,-115.2465590 44.5195960,-115.2792050 44.5805780,-115.3017040 44.6098860,-115.2815250 44.6249310,-115.2002180 44.6492730,-115.1690290 44.7146490,-115.1401210 44.7296640,-115.1486210 44.7687260,-115.0885540 44.7457500,-115.0163730 44.7156640,-115.0097120 44.7199550,-114.9589920 44.8102680,-114.8122790 44.8706020,-114.7681350 44.8802490,-114.7327500 44.9318470,-114.7226180 44.9551010,-114.7362370 45.0286180,-114.7268140 45.1528090,-114.7324070 45.1957970,-114.6950300 45.1971440,-115.3123090 45.1960560,-115.9768300 45.2174570,-115.9831240 45.1650620,-116.0518260 45.1596760,-116.1209030 45.1087190,-116.1422960
49003	Box Elder County	UT	41.9984630,-113.0027620 41.9904100,-113.8321910 41.9933780,-114.0403820 41.5374220,-114.0393450 40.9999890,-114.0402830 41.0037920,-113.6873250 40.9989360,-113.1441120 41.0006750,-112.7964940 41.0761570,-112.4938280 41.3369030,-112.2381130 41.3366660,-112.0264660 41.3652950,-111.9621660 41.4202270,-111.9710770 41.4341160,-111.9565730 41.4116670,-111.9175570 41.4400860,-111.8794860 41.4601020,-111.9157790 41.4842220,-111.8679660 41.4972610,-111.9054640 41.5387880,-111.9161380 41.5536040,-111.9445880 41.5339240,-111.9813770 41.5579410,-111.9960480 41.6569600,-112.0138470 41.6863860,-112.0437090 41.7356000,-112.0443950 41.7801320,-112.0118640 41.8636670,-112.0513230 41.9262850,-112.1198350 42.0017850,-112.1718440 41.9984630,-113.0027620
27173	Yellow Medicine County	MN	44.8055800,-96.4533540 44.6316720,-96.4532470 44.6309660,-96.0914000 44.6308820,-95.6023330 44.5432820,-95.6028060 44.5437390,-95.3567050 44.6992840,-95.3584210 44.7437930,-95.4374310 44.7531360,-95.4852750 44.7885440,-95.4979020 44.8394700,-95.5708620 44.8506890,-95.6124110 44.9080730,-95.6780170 44.8920290,-95.7374110 44.8920060,-95.8456500 44.8057020,-95.8471530 44.8055800,-96.4533540
36023	Cortland County	NY	42.7711830,-76.2745060 42.4081610,-76.2549440 42.4139370,-75.8636470 42.7897070,-75.8949810 42.7711830,-76.2745060
38029	Emmons County	ND	46.6319350,-99.9119720 46.6316340,-100.0799100 46.6343570,-100.6616060 46.5930480,-100.5651090 46.5681190,-100.5817340 46.5311550,-100.5432130 46.5059130,-100.5773620 46.4433940,-100.5986250 46.3728490,-100.5537410 46.3403210,-100.5464710 46.2789190,-100.5815280 46.2235150,-100.5628280 46.1502110,-100.6265720 46.0737530,-100.6151280 46.0115360,-100.5600050 45.9694710,-100.5061190 45.9438820,-100.5121840 45.9423140,-99.8801500 46.2816350,-99.8782650 46.2818150,-99.9170680 46.6319350,-99.9119720
27061	Itasca County	MN	47.8460350,-94.4182430 47.4452970,-94.4159620 47.4188420,-94.3085250 47.4791600,-94.1123500 47.4733010,-94.0848390 47.4151150,-94.0341420 47.3476140,-94.0162200 47.3326230,-93.9673080 47.2960170,-93.9169620 47.3236770,-93.8870700 47.3054280,-93.8361970 47.3055690,-93.7720790 47.2508160,-93.8058850 47.2095300,-93.7763440 47.0304300,-93.7749400 47.0315930,-93.5867000 47.0263060,-93.0585780 47.1089820,-93.0660100 47.4508590,-93.0697400 47.5469470,-93.0650860 47.7217750,-93.0679400 47.7222900,-93.0854190 47.8958360,-93.0829540 47.8983080,-93.4698490 47.9021910,-93.7772450 47.8497010,-93.7756810 47.8460350,-94.4182430
20133	Neosho County	KS	37.7332190,-95.5261920 37.3844830,-95.5262300 37.3842620,-95.0869600 37.7326090,-95.0871960 37.7332190,-95.5261920
16087	Washington County	ID	44.8423730,-116.8932040 44.7830310,-116.9352110 44.7510830,-117.0285340 44.7080880,-117.0618520 44.5699690,-117.1413730 44.5352020,-117.1473390 44.4799350,-117.2239990 44.4281460,-117.2129670 44.3966520,-117.2373120 44.3348240,-117.1888200 44.2927930,-117.2143710 44.2643550,-117.1809840 44.2718430,-117.0924300 44.2329290,-117.0520250 44.2500380,-117.0296630 44.2391660,-116.9728320 44.1963690,-116.9663620 44.1702610,-116.8934780 44.1551670,-116.8952180 44.1528780,-116.3556440 44.2209630,-116.3434680 44.3248710,-116.3456650 44.4444920,-116.3009260 44.4448660,-116.4052510 44.4932400,-116.5270160 44.6141050,-116.5280760 44.6138080,-116.6063390 44.6632840,-116.6226500 44.8412280,-116.6250380 44.8423730,-116.8932040
49005	Cache County	UT	41.9981840,-112.1090550 41.9981380,-112.1559980 41.9262850,-112.1198350 41.8636670,-112.0513230 41.7801320,-112.0118640 41.7356000,-112.0443950 41.6863860,-112.0437090 41.6569600,-112.0138470 41.5579410,-111.9960480 41.5339240,-111.9813770 41.5536040,-111.9445880 41.5387880,-111.9161380 41.4972610,-111.9054640 41.4842220,-111.8679660 41.4601020,-111.9157790 41.4400860,-111.8794860 41.3986470,-111.8683170 41.3909570,-111.7920230 41.3682060,-111.7590480 41.3764040,-111.7248760 41.4169580,-111.6957090 41.4071810,-111.6511610 41.4218030,-111.6186750 41.4242290,-111.5101930 41.5048560,-111.4697720 41.5315170,-111.4413600 41.6190530,-111.4246900 41.6629870,-111.4028240 41.6835210,-111.4260100 41.8039440,-111.4515000 41.8495480,-111.5004350 41.8803560,-111.4829560 41.9058880,-111.5105130 41.9098360,-111.4753340 41.9661710,-111.4816970 42.0027470,-111.5070270 42.0041960,-111.5833130 41.9981840,-112.1090550
36025	Delaware County	NY	42.3547290,-74.4432450 42.4219060,-74.6167980 42.5175020,-74.7145000 42.5037880,-74.7793430 42.5113980,-74.8427200 42.4704820,-74.9345020 42.4774090,-74.9611740 42.4420620,-74.9850620 42.4188160,-75.0933380 42.3600270,-75.1936110 42.3772850,-75.1910550 42.3624340,-75.2600250 42.3220710,-75.3029710 42.3149260,-75.4121630 42.0582890,-75.4223710 42.0124020,-75.3983310 41.9946370,-75.3446430 41.9714700,-75.3385160 41.9391440,-75.2787480 41.8687670,-75.2622530 41.8688240,-75.1682820 41.8526760,-75.1431120 42.1211700,-74.5537950 42.1694410,-74.4516220 42.2009770,-74.5347520 42.3491520,-74.4278180 42.3547290,-74.4432450
20021	Cherokee County	KS	37.3417050,-95.0738530 36.9987180,-95.0722660 36.9999620,-94.6189650 37.3383870,-94.6174770 37.3417050,-95.0738530
27063	Jackson County	MN	43.8504370,-95.4526820 43.5036470,-95.4548030 43.5038220,-94.8577190 43.8492470,-94.8550640 43.8504370,-95.4526820
20135	Ness County	KS	38.6975560,-100.2480770 38.2606200,-100.2447130 38.2614140,-99.5847020 38.6960870,-99.5846560 38.6975560,-100.2480770
49007	Carbon County	UT	39.8156780,-110.8558580 39.8154600,-111.2468870 39.7075610,-111.2468190 39.6924480,-111.2218700 39.6210520,-111.1868060 39.6014140,-111.1643450 39.6157230,-111.1355130 39.5398180,-111.1071930 39.5237960,-111.0859220 39.4693950,-111.0769040 39.4691540,-110.0234600 39.4841610,-110.0146410 39.5697520,-110.0367580 39.7028850,-109.9691470 39.7331960,-109.9928210 39.7457620,-109.9290470 39.7960320,-109.9252010 39.8030850,-109.8860780 39.8057750,-110.5165250 39.8112140,-110.5164180 39.8156780,-110.8558580
36027	Dutchess County	NY	42.0496980,-73.4900590 42.0495190,-73.5195770 41.9796710,-73.5264970 42.0069010,-73.7122730 42.0816690,-73.9069900 42.0819660,-73.9310990 42.0215760,-73.9330670 41.9138530,-73.9638520 41.8827130,-73.9423450 41.7978900,-73.9503860 41.7468870,-73.9379730 41.5840680,-73.9526440 41.5373570,-73.9947740 41.4498020,-73.9997180 41.4400710,-73.9827650 41.4871180,-73.9314800 41.5263820,-73.5803220 41.5229150,-73.5313420 42.0496980,-73.4900590
20023	Cheyenne County	KS	40.0039100,-102.0485530 39.5688590,-102.0475460 39.5684740,-101.4128420 40.0045130,-101.4106830 40.0039100,-102.0485530
27065	Kanabec County	MN	46.1583670,-93.0512240 46.1611400,-93.2337110 46.1540570,-93.4280400 45.9814800,-93.4321440 45.9801220,-93.5211870 45.7335320,-93.5132830 45.7312240,-93.1408540 45.9814760,-93.1408000 45.9816740,-93.0524140 46.1583670,-93.0512240
20137	Norton County	KS	40.0028080,-99.6275860 40.0027690,-100.1783980 39.5675130,-100.1814120 39.5673830,-99.6281810 40.0028080,-99.6275860
49009	Daggett County	UT	40.9992260,-110.0001450 40.8096310,-110.0018390 40.8064800,-109.9746020 40.7607380,-109.8684920 40.7781410,-109.7720490 40.8022460,-109.7494350 40.7926640,-109.6708070 40.8100620,-109.6301500 40.8286780,-109.5353550 40.8109860,-109.5122830 40.7515110,-109.5107270 40.7418440,-109.4807280 40.7876820,-109.3910600 40.8585090,-109.3927080 40.8580590,-109.2006530 40.7867930,-109.1998140 40.7859570,-109.1621930 40.6841960,-109.1571660 40.6843800,-109.1250150 40.6543620,-109.1219860 40.6545220,-109.0501170 41.0000340,-109.0490110 41.0016940,-109.2195210 40.9994740,-109.5884550 40.9992260,-110.0001450
36029	Erie County	NY	43.0227890,-78.8837360 42.9801250,-78.9412310 42.9553990,-78.9124300 42.8992770,-78.9008870 42.8398320,-78.8598100 42.7779620,-78.8599320 42.7382320,-78.9185710 42.6892550,-79.0490880 42.6474460,-79.0644070 42.6199190,-79.1060100 42.5680850,-79.1382060 42.5362320,-79.0568310 42.5313760,-79.0011600 42.4788360,-78.9593120 42.4404340,-78.8809130 42.4635430,-78.7955860 42.4562300,-78.7790680 42.4850160,-78.7188260 42.4720040,-78.6933360 42.5107420,-78.5955430 42.5083160,-78.5636900 42.5333440,-78.4645610 42.7807690,-78.4626770 42.7815900,-78.4864500 42.8671490,-78.4845200 42.8676450,-78.4626460 43.0850560,-78.4651030 43.0952000,-78.5584260 43.0707930,-78.5899730 43.0854800,-78.7356110 43.0698550,-78.7417760 43.0642320,-78.8029940 43.0205690,-78.8378980 43.0227890,-78.8837360 	43.0650100,-79.0006870 43.0107960,-79.0198750 42.9870110,-79.0073850 42.9592700,-78.9383090 42.9908980,-78.9467770 43.0185510,-78.8986280 43.0408710,-78.8978500 43.0650250,-78.9486080 43.0650100,-79.0006870
20025	Clark County	KS	37.4750750,-100.1067960 37.3862230,-100.1060410 37.3855320,-100.0897980 36.9983220,-100.0902180 36.9997520,-99.5398940 37.3828390,-99.5435100 37.3831940,-99.5550990 37.4688680,-99.5557330 37.4750750,-100.1067960
46051	Grant County	SD	45.3289490,-96.4700240 45.3276180,-96.9949800 45.2991710,-97.0087890 45.2995990,-97.2259980 45.1538010,-97.2259900 45.1532970,-96.8850330 44.9778520,-96.8854220 44.9787520,-96.4532090 45.3021580,-96.4519350 45.3289490,-96.4700240
27067	Kandiyohi County	MN	45.4121630,-95.2549060 45.2380640,-95.2548750 45.2381670,-95.2471080 44.8924670,-95.2471540 44.8929250,-94.7582240 45.2386020,-94.7575990 45.4140050,-94.7634890 45.4121630,-95.2549060
20139	Osage County	KS	38.8712350,-95.9468310 38.6967770,-95.9517520 38.4356120,-95.9508440 38.4338610,-95.5101010 38.6954540,-95.5082400 38.6957470,-95.5017400 38.8703270,-95.5016480 38.8712350,-95.9468310
55081	Monroe County	WI	44.1549190,-90.3124470 44.1609420,-90.4354930 44.1585390,-90.9133610 44.1300960,-90.9726410 44.0708430,-90.9739070 44.0714990,-90.9134600 43.7253530,-90.9107280 43.7259480,-90.4327090 43.7313040,-90.3118440 44.1549190,-90.3124470
48291	Liberty County	TX	30.4929180,-94.8423230 30.3482060,-95.1651990 29.9931160,-95.0311050 29.9919780,-95.0022200 29.9622120,-94.9829250 29.9188980,-94.9982070 29.8859290,-94.9846120 29.8885330,-94.4419940 30.1146340,-94.4425890 30.1151290,-94.5990520 30.4912550,-94.7394100 30.4929180,-94.8423230
20027	Clay County	KS	39.5677870,-97.3683400 39.1335370,-97.3715440 39.1327900,-96.9634250 39.3081970,-96.9608920 39.5666470,-96.9637450 39.5677870,-97.3683400
46053	Gregory County	SD	43.4995460,-99.2919540 43.4997140,-99.5330120 42.9983480,-99.5325320 42.9973410,-99.2525100 42.9976540,-98.5000460 43.0566600,-98.5529400 43.0688480,-98.6800540 43.1367610,-98.7571790 43.1451300,-98.8228610 43.1650090,-98.8640210 43.2156140,-98.8654860 43.2443500,-98.9011080 43.2551000,-98.9832150 43.3202480,-99.0682070 43.4340550,-99.1646580 43.4366040,-99.2503360 43.4607320,-99.3045270 43.4995460,-99.2919540
27069	Kittson County	MN	49.0010340,-97.2283550 48.9669380,-97.2389760 48.9060860,-97.2128140 48.8741260,-97.1787800 48.7241400,-97.1372380 48.6839680,-97.0934830 48.6301460,-97.1107710 48.6094210,-97.1521070 48.5451620,-97.1663740 48.5437930,-96.8383640 48.5440520,-96.3901370 48.7173690,-96.3869930 48.7169760,-96.4060970 49.0004500,-96.4066010 48.9997370,-96.6549220 49.0010340,-97.2283550
55083	Oconto County	WI	45.3786620,-88.6781080 45.2050740,-88.6802290 45.2048190,-88.6394650 45.1171380,-88.6399460 45.1169620,-88.4835510 44.8554270,-88.4894260 44.8524860,-88.2487030 44.7667350,-88.2528610 44.6845130,-88.2434620 44.6725120,-88.2289200 44.6777730,-87.9886780 44.7142830,-87.9897920 44.7556840,-87.9393620 44.8210110,-87.9063190 44.8383830,-87.8704990 44.8835330,-87.8307570 44.9261550,-87.8445360 44.9505040,-87.8200760 44.9634740,-87.7630080 44.9912990,-87.7610020 44.9949110,-87.9434890 45.0236780,-87.9441150 45.0260730,-88.1215440 45.1151010,-88.1203690 45.1167340,-88.1920700 45.1979710,-88.1866070 45.2013890,-88.3088460 45.3745160,-88.3064120 45.3786620,-88.6781080
37091	Hertford County	NC	36.5450940,-77.1579740 36.5204390,-77.1004870 36.4802400,-77.0705490 36.4736400,-77.1166000 36.2444840,-77.2115250 36.2377090,-76.9703750 36.2430570,-76.8959660 36.2420920,-76.7235410 36.2945590,-76.7007980 36.3488390,-76.7607190 36.3910450,-76.9156110 36.4126890,-76.9456100 36.4708820,-76.9501190 36.5204930,-76.9028550 36.5440030,-76.9173580 36.5450940,-77.1579740
48293	Limestone County	TX	31.8005220,-96.4997630 31.8194500,-96.7184450 31.7114200,-96.9328840 31.2235070,-96.5948180 31.3592590,-96.3236470 31.4115160,-96.2332610 31.8005220,-96.4997630
20029	Cloud County	KS	39.6545790,-97.9303740 39.5675200,-97.9268880 39.3073350,-97.9289470 39.3071370,-97.3700260 39.6539230,-97.3681790 39.6545790,-97.9303740
46055	Haakon County	SD	44.7511830,-101.1367420 44.6988750,-101.1959840 44.6803890,-101.3184280 44.6869770,-101.3596040 44.6554640,-101.3649830 44.6426240,-101.4424670 44.6073990,-101.4567260 44.5685620,-101.5273360 44.5728030,-101.6235580 44.5852240,-101.6641620 44.5681380,-101.7382280 44.5367700,-101.7761000 44.5241360,-101.8546680 44.5341030,-101.9054790 44.5227320,-101.9866180 44.5065960,-102.0022740 44.3438110,-102.0018540 44.3437310,-102.0088810 43.9941440,-102.0113140 43.9936980,-101.1849590 43.9957050,-101.0470500 44.1697540,-101.0459060 44.1682820,-101.1688770 44.3428380,-101.1706010 44.3433490,-101.1591030 44.6894910,-101.1560670 44.6895870,-101.1368030 44.7511830,-101.1367420
55085	Oneida County	WI	45.8972130,-90.0428390 45.5551190,-90.0433040 45.5552710,-89.4285740 45.4707110,-89.4273680 45.4667740,-89.0466770 45.8952640,-89.0476910 45.8992840,-89.1751630 45.8590200,-89.1753620 45.8606380,-89.3008190 45.9013560,-89.3007050 45.8986890,-89.3628310 45.8972130,-90.0428390
